,symbol
ENSG00000221771,MIR1205
ENSG00000276036,RNA5SP440
ENSG00000218716,RPL12P23
ENSG00000202251,Y_RNA
ENSG00000207767,MIR516A1
ENSG00000276563,ENSG00000276563
ENSG00000243894,RPS3AP16
ENSG00000196260,SFTA2
ENSG00000255270,NAV2-IT1
ENSG00000265927,ENSG00000265927
ENSG00000197584,KCNMB2
ENSG00000240298,RPL36AP40
ENSG00000224907,RPL21P91
ENSG00000213304,ENSG00000213304
ENSG00000242559,RN7SL144P
ENSG00000230781,ENSG00000230781
ENSG00000274560,ENSG00000274560
ENSG00000259907,ENSG00000259907
ENSG00000260865,ENSG00000260865
ENSG00000183668,PSG9
ENSG00000236159,ENSG00000236159
ENSG00000250600,ROPN1L-AS1
ENSG00000289834,ENSG00000289834
ENSG00000207814,MIR147A
ENSG00000176302,FOXR1
ENSG00000257858,MTND1P24
ENSG00000271723,MROH7-TTC4
ENSG00000271638,BNIP3P19
ENSG00000276418,ENSG00000276418
ENSG00000289030,ENSG00000289030
ENSG00000234911,TEX21P
ENSG00000230902,FAM204CP
ENSG00000260272,ENSG00000260272
ENSG00000267280,TBX2-AS1
ENSG00000257604,ENSG00000257604
ENSG00000257169,ENSG00000257169
ENSG00000269014,ENSG00000269014
ENSG00000285858,ENSG00000285858
ENSG00000249746,ENSG00000249746
ENSG00000225209,ENSG00000225209
ENSG00000289856,ENSG00000289856
ENSG00000288698,ENSG00000288698
ENSG00000109101,FOXN1
ENSG00000241361,SLC25A24P1
ENSG00000287071,CDRT15P4
ENSG00000244380,ENSG00000244380
ENSG00000157765,SLC34A2
ENSG00000289389,ENSG00000289389
ENSG00000233884,ENSG00000233884
ENSG00000234962,LINC00700
ENSG00000231525,ENSG00000231525
ENSG00000287429,ENSG00000287429
ENSG00000256844,BORCS8P1
ENSG00000200922,Y_RNA
ENSG00000075673,ATP12A
ENSG00000277498,ENSG00000277498
ENSG00000258131,ENSG00000258131
ENSG00000243486,ENSG00000243486
ENSG00000189423,USP32P3
ENSG00000253742,IGHV3-60
ENSG00000276486,ENSG00000276486
ENSG00000141433,ADCYAP1
ENSG00000257829,ENSG00000257829
ENSG00000230676,ENSG00000230676
ENSG00000248895,ENSG00000248895
ENSG00000251807,RNU6-202P
ENSG00000169605,GKN1
ENSG00000250699,ENSG00000250699
ENSG00000272514,CFAP206
ENSG00000185390,FGF7P2
ENSG00000227073,SDHDP2
ENSG00000165694,FRMD7
ENSG00000224117,PTPN2P2
ENSG00000146013,GFRA3
ENSG00000199944,RNU6-653P
ENSG00000289249,ENSG00000289249
ENSG00000255539,ENSG00000255539
ENSG00000223271,Y_RNA
ENSG00000276746,Metazoa_SRP
ENSG00000233190,RPS24P13
ENSG00000274969,MIR6771
ENSG00000286980,ENSG00000286980
ENSG00000172020,GAP43
ENSG00000206728,Y_RNA
ENSG00000250320,EDIL3-DT
ENSG00000261625,ENSG00000261625
ENSG00000183389,OR56A4
ENSG00000293177,ENSG00000293177
ENSG00000228888,LINC01428
ENSG00000233311,MTCO1P54
ENSG00000225096,ENSG00000225096
ENSG00000290051,ENSG00000290051
ENSG00000224443,NME2P2
ENSG00000244544,RN7SL446P
ENSG00000253064,RNU6-711P
ENSG00000273499,ENSG00000273499
ENSG00000255059,PPIAP43
ENSG00000227660,UST-AS1
ENSG00000247699,FABP6-AS1
ENSG00000280639,LINC02204
ENSG00000237937,LINC02702
ENSG00000273079,GRIN2B
ENSG00000198976,MIR429
ENSG00000238139,ENSG00000238139
ENSG00000235832,CNN2P3
ENSG00000233125,ACTBP12
ENSG00000230258,ENSG00000230258
ENSG00000224802,TUBB4BP2
ENSG00000279139,ENSG00000279139
ENSG00000233464,NANOGP11
ENSG00000207588,MIR593
ENSG00000261886,GOSR2-DT
ENSG00000215589,KANK1P1
ENSG00000251874,RNU6-615P
ENSG00000236973,GAPDHP51
ENSG00000242364,PRDX5P1
ENSG00000232718,GAPDHP48
ENSG00000258881,ENSG00000258881
ENSG00000224644,ENSG00000224644
ENSG00000187999,HNRNPA1P61
ENSG00000236053,LINC01067
ENSG00000240677,MYL6P4
ENSG00000230898,ENSG00000230898
ENSG00000226435,ANKRD18DP
ENSG00000235975,TPM2P1
ENSG00000161133,USP41P
ENSG00000242029,ENSG00000242029
ENSG00000285142,ENSG00000285142
ENSG00000223012,RN7SKP264
ENSG00000256810,ENSG00000256810
ENSG00000250272,TRMT112P1
ENSG00000203413,ACTBP6
ENSG00000253637,IGLVV-58
ENSG00000274381,ENSG00000274381
ENSG00000234022,ENSG00000234022
ENSG00000231402,WASF5P
ENSG00000236824,BCYRN1
ENSG00000283258,ENSG00000283258
ENSG00000277156,TOMM40P1
ENSG00000289402,ENSG00000289402
ENSG00000235071,ENSG00000235071
ENSG00000248850,SF3A2P1
ENSG00000266099,MIR5700
ENSG00000133863,TEX15
ENSG00000278099,RNVU1-2A
ENSG00000274933,TBC1D3I
ENSG00000207606,MIR554
ENSG00000222686,RNU4-72P
ENSG00000277958,Metazoa_SRP
ENSG00000259317,ENSG00000259317
ENSG00000229690,MTCO2P1
ENSG00000164853,UNCX
ENSG00000236238,ENSG00000236238
ENSG00000229294,ENSG00000229294
ENSG00000236866,TENT5C-DT
ENSG00000056487,PHF21B
ENSG00000199556,RNA5SP361
ENSG00000260379,ENSG00000260379
ENSG00000232433,GXYLT1P3
ENSG00000186451,SPATA12
ENSG00000215070,XRCC6P5
ENSG00000236076,LINC01072
ENSG00000259504,ENSG00000259504
ENSG00000270764,ENSG00000270764
ENSG00000275291,RNVU1-26
ENSG00000264186,SNRPCP4
ENSG00000267653,ENSG00000267653
ENSG00000259123,ENSG00000259123
ENSG00000213158,GAPDHP36
ENSG00000165323,FAT3
ENSG00000233752,RPL21P36
ENSG00000227927,MACROD2-IT1
ENSG00000259726,CSPG4P11
ENSG00000207267,RNU6-1081P
ENSG00000252555,RNU6-567P
ENSG00000250332,PTPN11P4
ENSG00000283765,ENSG00000283765
ENSG00000254467,ENSG00000254467
ENSG00000171864,PRND
ENSG00000099260,PALMD
ENSG00000105650,PDE4C
ENSG00000266529,MTCYBP13
ENSG00000287359,ENSG00000287359
ENSG00000215893,RPL23AP17
ENSG00000101438,SLC32A1
ENSG00000239315,RPL19P13
ENSG00000249019,ENSG00000249019
ENSG00000233934,RPL21P38
ENSG00000182450,KCNK4
ENSG00000272774,ENSG00000272774
ENSG00000272311,IFNL4P1
ENSG00000251783,RNU6-1170P
ENSG00000232908,HSD17B7P1
ENSG00000248155,ENSG00000248155
ENSG00000233854,POU6F2-AS2
ENSG00000277035,ENSG00000277035
ENSG00000282989,PDCL3P2
ENSG00000287519,ENSG00000287519
ENSG00000253544,C1GALT1P3
ENSG00000265215,MIR4269
ENSG00000277391,MIR6881
ENSG00000170965,PLAC1
ENSG00000227863,ENSG00000227863
ENSG00000259770,ENSG00000259770
ENSG00000182931,WFDC10B
ENSG00000260053,ABCB10P4
ENSG00000267879,ENSG00000267879
ENSG00000241832,CECR3
ENSG00000177910,SPATA31C2
ENSG00000250135,ENSG00000250135
ENSG00000104213,PDGFRL
ENSG00000234275,ENSG00000234275
ENSG00000232383,ENSG00000232383
ENSG00000257885,PHB1P18
ENSG00000285550,ENSG00000285550
ENSG00000242837,RPL21P13
ENSG00000251799,Y_RNA
ENSG00000147614,ATP6V0D2
ENSG00000270413,ENSG00000270413
ENSG00000249196,TMEM132D-AS1
ENSG00000254563,ENSG00000254563
ENSG00000185247,MAGEA11
ENSG00000233366,ZNF90P2
ENSG00000271564,LINC02333
ENSG00000279146,ENSG00000279146
ENSG00000120211,INSL4
ENSG00000239256,RPL35AP35
ENSG00000269172,ENSG00000269172
ENSG00000225341,ENSG00000225341
ENSG00000241963,RN7SL655P
ENSG00000201231,RNU4-50P
ENSG00000184933,OR6A2
ENSG00000258553,PCNX4-DT
ENSG00000172421,EFCAB3
ENSG00000178934,LGALS7B
ENSG00000223765,LINC01626
ENSG00000274421,ENSG00000274421
ENSG00000269155,ENSG00000269155
ENSG00000276261,ENSG00000276261
ENSG00000253579,SUMO2P16
ENSG00000230172,ENSG00000230172
ENSG00000250446,LINC01332
ENSG00000199420,RN7SKP170
ENSG00000203914,HSP90B3P
ENSG00000270831,NF1P1
ENSG00000263974,RN7SL121P
ENSG00000293306,ENSG00000293306
ENSG00000238963,U8
ENSG00000274135,Metazoa_SRP
ENSG00000220848,RPS18P9
ENSG00000251654,ENSG00000251654
ENSG00000259997,IGHV1OR16-4
ENSG00000286794,ENSG00000286794
ENSG00000131620,ANO1
ENSG00000201341,RNU6-421P
ENSG00000236763,TRMT112P4
ENSG00000244019,RPS2P24
ENSG00000228312,GAPDHP45
ENSG00000274204,ENSG00000274204
ENSG00000229559,ENSG00000229559
ENSG00000237887,RPL23AP32
ENSG00000264026,LINC02003
ENSG00000169302,STK32A
ENSG00000230184,SMYD3-IT1
ENSG00000182521,TBPL2
ENSG00000232696,ENSG00000232696
ENSG00000269763,EXOSC3P2
ENSG00000286390,ENSG00000286390
ENSG00000289200,ENSG00000289200
ENSG00000286318,ENSG00000286318
ENSG00000224291,RPL38P6
ENSG00000214305,Metazoa_SRP
ENSG00000242888,ENSG00000242888
ENSG00000289089,ENSG00000289089
ENSG00000207635,MIR499A
ENSG00000250293,CRYZP2
ENSG00000139263,LRIG3
ENSG00000225502,GAPDHP16
ENSG00000219257,NPM1P38
ENSG00000206026,SMIM21
ENSG00000233725,NRAD1
ENSG00000238444,RNU6-893P
ENSG00000263846,CIAPIN1P
ENSG00000224809,BEND3P2
ENSG00000236758,MTUS2-AS2
ENSG00000224516,ECEL1P2
ENSG00000018236,CNTN1
ENSG00000293446,ENSG00000293446
ENSG00000227056,RPL6P2
ENSG00000229065,ENSG00000229065
ENSG00000263501,ENSG00000263501
ENSG00000285769,ENSG00000285769
ENSG00000215905,RPL36P5
ENSG00000158786,PLA2G2F
ENSG00000198312,BMS1P9
ENSG00000260071,ENSG00000260071
ENSG00000276092,ENSG00000276092
ENSG00000253284,ENSG00000253284
ENSG00000196273,LINC00523
ENSG00000231368,RPSAP40
ENSG00000287207,ENSG00000287207
ENSG00000201800,Y_RNA
ENSG00000183128,CALHM3
ENSG00000251001,ENSG00000251001
ENSG00000240125,RPL23AP75
ENSG00000280166,ENSG00000280166
ENSG00000105675,ATP4A
ENSG00000283329,FAM240B
ENSG00000235051,ENSG00000235051
ENSG00000238076,MRPL48P1
ENSG00000207624,MIR194-1
ENSG00000235493,LINC01967
ENSG00000242849,ALDOAP1
ENSG00000091128,LAMB4
ENSG00000222467,Y_RNA
ENSG00000283005,CDC27P3
ENSG00000258193,ENSG00000258193
ENSG00000226592,ENSG00000226592
ENSG00000214073,RPL21P17
ENSG00000271141,ENSG00000271141
ENSG00000290654,ENSG00000290654
ENSG00000280171,ENSG00000280171
ENSG00000249112,ENSG00000249112
ENSG00000289978,ENSG00000289978
ENSG00000248682,ARHGAP22-IT1
ENSG00000179342,ENSG00000179342
ENSG00000216069,MIR875
ENSG00000227225,MTND1P14
ENSG00000271426,ENSG00000271426
ENSG00000162706,CADM3
ENSG00000254619,ENSG00000254619
ENSG00000293269,ENSG00000293269
ENSG00000288321,ENSG00000288321
ENSG00000235929,TPT1P14
ENSG00000225238,GEMIN7P1
ENSG00000230718,ENSG00000230718
ENSG00000263862,LINC01543
ENSG00000224232,KCTD5P1
ENSG00000274727,ENSG00000274727
ENSG00000289065,ENSG00000289065
ENSG00000248319,LINC02275
ENSG00000267239,ENSG00000267239
ENSG00000188783,PRELP
ENSG00000215206,TRBV24OR9-2
ENSG00000214549,SDHCP2
ENSG00000259064,ENSG00000259064
ENSG00000287329,ENSG00000287329
ENSG00000229505,ENSG00000229505
ENSG00000231378,NDUFAF4P4
ENSG00000266830,ENSG00000266830
ENSG00000254973,ENSG00000254973
ENSG00000289184,ENSG00000289184
ENSG00000224963,ECMXP
ENSG00000278109,Metazoa_SRP
ENSG00000222042,ENSG00000222042
ENSG00000286490,ENSG00000286490
ENSG00000237062,ENSG00000237062
ENSG00000256481,ENSG00000256481
ENSG00000293538,DMBT1L1
ENSG00000200685,Y_RNA
ENSG00000170381,SEMA3E
ENSG00000244196,PPIAP15
ENSG00000130707,ASS1
ENSG00000157150,TIMP4
ENSG00000213050,TPM3P1
ENSG00000138075,ABCG5
ENSG00000259727,ENSG00000259727
ENSG00000145826,LECT2
ENSG00000234844,CDC42P2
ENSG00000289247,ENSG00000289247
ENSG00000227602,ENSG00000227602
ENSG00000259058,ENSG00000259058
ENSG00000263051,ENSG00000263051
ENSG00000265810,MIR3907
ENSG00000241596,ENSG00000241596
ENSG00000213177,PRDX2P4
ENSG00000237928,NFIA-AS2
ENSG00000229335,DANT1
ENSG00000185053,SGCZ
ENSG00000272494,OR1X1P
ENSG00000148826,NKX6-2
ENSG00000254289,IGHV3-32
ENSG00000238901,ENSG00000238901
ENSG00000268603,ENSG00000268603
ENSG00000126337,KRT36
ENSG00000231690,LINC00574
ENSG00000230958,ENSG00000230958
ENSG00000226899,ENSG00000226899
ENSG00000287245,ENSG00000287245
ENSG00000187372,PCDHB13
ENSG00000256566,ENSG00000256566
ENSG00000268985,ENSG00000268985
ENSG00000243373,RN7SL173P
ENSG00000162641,AKNAD1
ENSG00000236216,PPP1R11P1
ENSG00000259874,ENSG00000259874
ENSG00000225053,PRPF38AP1
ENSG00000270491,ENSG00000270491
ENSG00000276251,ENSG00000276251
ENSG00000279527,ENSG00000279527
ENSG00000248376,FBLP1
ENSG00000287791,ENSG00000287791
ENSG00000228004,MYCLP2
ENSG00000229002,ENSG00000229002
ENSG00000273492,APP-DT
ENSG00000156920,ADGRG4
ENSG00000250273,PSMC1P5
ENSG00000270378,ENSG00000270378
ENSG00000255553,LINC02733
ENSG00000285402,ENSG00000285402
ENSG00000293580,ENSG00000293580
ENSG00000232821,ENSG00000232821
ENSG00000243568,RPL21P115
ENSG00000229306,ENSG00000229306
ENSG00000225851,HLA-S
ENSG00000206887,RNU6-1008P
ENSG00000286570,ENSG00000286570
ENSG00000243495,GMFBP1
ENSG00000135100,HNF1A
ENSG00000234056,LINC00463
ENSG00000271384,ENSG00000271384
ENSG00000222764,RN7SKP106
ENSG00000286391,ENSG00000286391
ENSG00000156269,NAA11
ENSG00000266245,MIR4644
ENSG00000231905,SETP10
ENSG00000271963,ENSG00000271963
ENSG00000249833,CFAP100-DT
ENSG00000277613,U6
ENSG00000222578,RNA5SP345
ENSG00000183251,OR51B4
ENSG00000275377,MIR1299
ENSG00000221604,MIR1293
ENSG00000203593,ENSG00000203593
ENSG00000227045,ENSG00000227045
ENSG00000287386,ENSG00000287386
ENSG00000223175,RNU4-61P
ENSG00000273113,ENSG00000273113
ENSG00000225203,ENSG00000225203
ENSG00000198033,TUBA3C
ENSG00000253408,IKBKB-DT
ENSG00000258913,LINC02691
ENSG00000267429,ENSG00000267429
ENSG00000222259,RN7SKP114
ENSG00000261393,ENSG00000261393
ENSG00000232197,ENSG00000232197
ENSG00000272137,ENSG00000272137
ENSG00000268089,GABRQ
ENSG00000236711,SMAD9-IT1
ENSG00000241151,LINC02066
ENSG00000253183,ENSG00000253183
ENSG00000267402,TCF4-AS2
ENSG00000233158,RPS24P6
ENSG00000277486,SAGE3P
ENSG00000244470,RPL6P14
ENSG00000229927,RHEBP1
ENSG00000234318,ENSG00000234318
ENSG00000211563,MIR3065
ENSG00000242856,VN1R105P
ENSG00000280650,KCNIP4-IT1
ENSG00000207784,MIR542
ENSG00000266494,MIR4641
ENSG00000133878,DUSP26
ENSG00000289851,ENSG00000289851
ENSG00000234565,COX6B1P1
ENSG00000183346,CABCOCO1
ENSG00000236516,KLF2P4
ENSG00000251943,RNU6-693P
ENSG00000272798,ENSG00000272798
ENSG00000164621,SMAD5-AS1
ENSG00000248993,ENSG00000248993
ENSG00000227438,COL6A2-DT
ENSG00000266242,GRAMD4P7
ENSG00000234773,ENSG00000234773
ENSG00000207451,RNU6-291P
ENSG00000267070,ENSG00000267070
ENSG00000231606,ENSG00000231606
ENSG00000260756,ENSG00000260756
ENSG00000233981,ENSG00000233981
ENSG00000230275,SERBP1P4
ENSG00000259370,ENSG00000259370
ENSG00000244791,ENSG00000244791
ENSG00000277350,ENSG00000277350
ENSG00000212451,RNU11-4P
ENSG00000224674,EIF3EP2
ENSG00000230852,LINC02857
ENSG00000223714,LINC02601
ENSG00000171060,C8orf74
ENSG00000225275,NUP210P2
ENSG00000269388,ENSG00000269388
ENSG00000222430,Y_RNA
ENSG00000224671,ENSG00000224671
ENSG00000258885,ENSG00000258885
ENSG00000204033,LRIT2
ENSG00000231817,LINC01198
ENSG00000249610,ZNF474-AS1
ENSG00000263325,ENSG00000263325
ENSG00000225731,PDE9A-AS1
ENSG00000261231,LINC02133
ENSG00000236052,LINC01643
ENSG00000263494,ENSG00000263494
ENSG00000228674,PPIAP59
ENSG00000235002,ENSG00000235002
ENSG00000214415,GNAT3
ENSG00000285842,ENSG00000285842
ENSG00000250327,RPSAP70
ENSG00000227466,PDE4B-AS1
ENSG00000273047,ENSG00000273047
ENSG00000235060,VDAC1P4
ENSG00000255527,ENSG00000255527
ENSG00000274235,ENSG00000274235
ENSG00000268659,ENSG00000268659
ENSG00000219435,CATSPERZ
ENSG00000240601,RPL9P15
ENSG00000278704,ENSG00000278704
ENSG00000271766,ENSG00000271766
ENSG00000226734,SNRPGP12
ENSG00000228171,C11orf98P3
ENSG00000265178,MIR4728
ENSG00000223349,KLF2P3
ENSG00000238441,RNU7-130P
ENSG00000239323,ENSG00000239323
ENSG00000221241,SNORD88A
ENSG00000269190,FBXO17
ENSG00000224438,RPL23AP14
ENSG00000238047,MTND1P30
ENSG00000240286,MEAF6P1
ENSG00000185686,PRAME
ENSG00000267079,ENSG00000267079
ENSG00000242456,MTCO3P38
ENSG00000239835,PARLP1
ENSG00000224683,RPL36AP29
ENSG00000270929,SRD5A3P1
ENSG00000232035,ENSG00000232035
ENSG00000225333,ENSG00000225333
ENSG00000105583,WDR83OS
ENSG00000263761,GDF2
ENSG00000274624,ENSG00000274624
ENSG00000267652,NPM1P1
ENSG00000237053,FUCA1P1
ENSG00000226506,ENSG00000226506
ENSG00000223877,RPS8P10
ENSG00000293066,ENSG00000293066
ENSG00000223643,ENSG00000223643
ENSG00000212567,ENSG00000212567
ENSG00000235085,ENSG00000235085
ENSG00000229557,LINC00379
ENSG00000206600,RNU6-25P
ENSG00000201296,RNU4-41P
ENSG00000293470,ENSG00000293470
ENSG00000290573,ENSG00000290573
ENSG00000259337,IGHV1OR15-2
ENSG00000238069,RPLP0P7
ENSG00000255400,LINC02989
ENSG00000290601,ENSG00000290601
ENSG00000229348,HYI-AS1
ENSG00000132840,BHMT2
ENSG00000201435,RNU4-24P
ENSG00000199172,MIR331
ENSG00000236468,EEF1A1P44
ENSG00000226101,LINC02097
ENSG00000251138,LINC02882
ENSG00000289791,ENSG00000289791
ENSG00000225289,RPL29P29
ENSG00000259102,SMARCE1P3
ENSG00000222351,RNY1P15
ENSG00000286502,ENSG00000286502
ENSG00000205767,RPL31P5
ENSG00000222915,RNU6-564P
ENSG00000252712,SCARNA14
ENSG00000255233,ENSG00000255233
ENSG00000087250,MT3
ENSG00000275186,ENSG00000275186
ENSG00000287782,ENSG00000287782
ENSG00000230779,RPLP0P4
ENSG00000225336,HMGB3P1
ENSG00000235034,C19orf81
ENSG00000266417,MIR4424
ENSG00000235887,LINC02799
ENSG00000235005,ENSG00000235005
ENSG00000279379,ENSG00000279379
ENSG00000240927,RN7SL209P
ENSG00000266076,ENSG00000266076
ENSG00000259569,ENSG00000259569
ENSG00000289726,ENSG00000289726
ENSG00000233090,ENSG00000233090
ENSG00000244067,GSTA2
ENSG00000213014,VN2R17P
ENSG00000260914,ENSG00000260914
ENSG00000290952,ENSG00000290952
ENSG00000229197,RPS15AP28
ENSG00000229962,ENSG00000229962
ENSG00000177558,FAM187B
ENSG00000255334,ENSG00000255334
ENSG00000168490,PHYHIP
ENSG00000206835,RNU1-74P
ENSG00000166589,CDH16
ENSG00000185742,C11orf87
ENSG00000101204,CHRNA4
ENSG00000213729,RPS16P2
ENSG00000285041,ENSG00000285041
ENSG00000267611,ENSG00000267611
ENSG00000204480,PRAMEF19
ENSG00000248608,ENSG00000248608
ENSG00000237922,ENSG00000237922
ENSG00000243978,RTL9
ENSG00000260198,ENSG00000260198
ENSG00000204442,NALF1
ENSG00000286957,ENSG00000286957
ENSG00000244545,ENSG00000244545
ENSG00000232234,ENSG00000232234
ENSG00000218198,RPS20P32
ENSG00000262031,LINC01974
ENSG00000271494,ENSG00000271494
ENSG00000255201,ENSG00000255201
ENSG00000206983,RNU6-49P
ENSG00000258279,LINC00592
ENSG00000240122,FABP5P11
ENSG00000170423,KRT78
ENSG00000228861,RPL23AP12
ENSG00000272762,ENSG00000272762
ENSG00000253734,LINC01289
ENSG00000232692,ENSG00000232692
ENSG00000224717,LEMD1-DT
ENSG00000068781,STON1-GTF2A1L
ENSG00000248607,ENSG00000248607
ENSG00000179219,LINC00311
ENSG00000170893,TRH
ENSG00000273829,Metazoa_SRP
ENSG00000224789,ENSG00000224789
ENSG00000207473,Y_RNA
ENSG00000140488,CELF6
ENSG00000226468,ENSG00000226468
ENSG00000137273,FOXF2
ENSG00000287369,ENSG00000287369
ENSG00000102466,FGF14
ENSG00000259410,ENSG00000259410
ENSG00000218187,ENSG00000218187
ENSG00000232560,LINC01549
ENSG00000252755,RNU6-703P
ENSG00000258860,ENSG00000258860
ENSG00000232551,MTCO1P14
ENSG00000249335,ENSG00000249335
ENSG00000289183,ENSG00000289183
ENSG00000207975,MIR181B1
ENSG00000248634,ENSG00000248634
ENSG00000152254,G6PC2
ENSG00000242278,RPS3AP48
ENSG00000237265,ENSG00000237265
ENSG00000214457,RPL7P29
ENSG00000199577,RNU6-822P
ENSG00000145934,TENM2
ENSG00000237167,ENSG00000237167
ENSG00000125144,MT1G
ENSG00000291004,GOLGA8IP
ENSG00000236858,ENSG00000236858
ENSG00000259430,CERS3-AS1
ENSG00000248125,ENSG00000248125
ENSG00000260973,ENSG00000260973
ENSG00000184937,WT1
ENSG00000293061,THAP3P1
ENSG00000223734,LAPTM4A-DT
ENSG00000235574,ENSG00000235574
ENSG00000235089,ENSG00000235089
ENSG00000279623,ENSG00000279623
ENSG00000230428,ENSG00000230428
ENSG00000281769,LINC01230
ENSG00000284376,ENSG00000284376
ENSG00000250866,ENSG00000250866
ENSG00000268361,ENSG00000268361
ENSG00000225505,ENSG00000225505
ENSG00000230260,ENSG00000230260
ENSG00000290964,ENSG00000290964
ENSG00000229782,SPNS2-AS1
ENSG00000231564,EIF4A1P11
ENSG00000279317,ENSG00000279317
ENSG00000253708,ENSG00000253708
ENSG00000146360,GPR6
ENSG00000224678,GAPDHP46
ENSG00000127472,PLA2G5
ENSG00000248211,TRPC7-AS1
ENSG00000256640,ENSG00000256640
ENSG00000083067,TRPM3
ENSG00000253691,IGKV2OR22-4
ENSG00000266619,MIR4642
ENSG00000258313,ENSG00000258313
ENSG00000278642,ENSG00000278642
ENSG00000288753,ENSG00000288753
ENSG00000273287,ENSG00000273287
ENSG00000282408,ENSG00000282408
ENSG00000182333,LIPF
ENSG00000225530,SP3P
ENSG00000248167,TRIM39-RPP21
ENSG00000212597,RNU6-876P
ENSG00000241640,RPL21P113
ENSG00000231226,TRIM31-AS1
ENSG00000258642,ENSG00000258642
ENSG00000276290,RBBP4P3
ENSG00000168828,OR13J1
ENSG00000265545,ELOCP27
ENSG00000162897,FCAMR
ENSG00000269944,ENSG00000269944
ENSG00000248165,ENSG00000248165
ENSG00000198738,SMIM11P1
ENSG00000199318,RNA5SP52
ENSG00000227496,ENSG00000227496
ENSG00000244757,ENSG00000244757
ENSG00000266109,MIR4440
ENSG00000243314,RPS12P7
ENSG00000279665,ENSG00000279665
ENSG00000250304,ZBED1P1
ENSG00000254190,ENSG00000254190
ENSG00000253995,RPL10P18
ENSG00000293537,ENSG00000293537
ENSG00000258452,HMGN2P2
ENSG00000255525,ENSG00000255525
ENSG00000278902,ENSG00000278902
ENSG00000152595,MEPE
ENSG00000234192,RPS26P38
ENSG00000239210,RPS26P55
ENSG00000251234,PSMA2P2
ENSG00000258300,NUTF2P2
ENSG00000269289,ENSG00000269289
ENSG00000205879,FAM90A2P
ENSG00000155833,CYLC2
ENSG00000286631,ENSG00000286631
ENSG00000262708,ENSG00000262708
ENSG00000145864,GABRB2
ENSG00000090534,THPO
ENSG00000185652,NTF3
ENSG00000267148,ENSG00000267148
ENSG00000270722,RNVU1-31
ENSG00000225671,FCF1P6
ENSG00000080709,KCNN2
ENSG00000280265,ENSG00000280265
ENSG00000266102,ENSG00000266102
ENSG00000287121,ENSG00000287121
ENSG00000263429,TMEM238L
ENSG00000230739,ENSG00000230739
ENSG00000230662,TNPO1P2
ENSG00000253991,ENSG00000253991
ENSG00000270505,IGHV1OR15-1
ENSG00000259332,ST20-MTHFS
ENSG00000286703,ENSG00000286703
ENSG00000289508,ENSG00000289508
ENSG00000228368,ENSG00000228368
ENSG00000279174,ENSG00000279174
ENSG00000155511,GRIA1
ENSG00000230583,GTF2IRD1P1
ENSG00000260678,ENSG00000260678
ENSG00000221857,ENSG00000221857
ENSG00000250754,LINC02436
ENSG00000237303,HIGD1AP8
ENSG00000251929,RNU6-189P
ENSG00000287959,ENSG00000287959
ENSG00000176893,OR51G2
ENSG00000267245,ENSG00000267245
ENSG00000232480,TGFB2-AS1
ENSG00000173253,DMRT2
ENSG00000249772,ENSG00000249772
ENSG00000252212,RNU2-58P
ENSG00000185863,TMEM210
ENSG00000228316,MTATP6P19
ENSG00000233902,ENSG00000233902
ENSG00000285941,ENSG00000285941
ENSG00000247867,DGAT2-DT
ENSG00000179577,ENSG00000179577
ENSG00000198526,PABPC1P2
ENSG00000180818,HOXC10
ENSG00000207502,ENSG00000207502
ENSG00000287652,ENSG00000287652
ENSG00000212445,ENSG00000212445
ENSG00000228489,RPL21P50
ENSG00000227513,ILRUNP1
ENSG00000260392,ENSG00000260392
ENSG00000228041,EIF3JP1
ENSG00000236532,LINC01695
ENSG00000232493,RPL12P11
ENSG00000228466,TUBB4AP1
ENSG00000235110,RPS17P10
ENSG00000140067,FAM181A
ENSG00000283502,U6
ENSG00000239396,RN7SL414P
ENSG00000287081,ENSG00000287081
ENSG00000237751,LINC01143
ENSG00000273557,ENSG00000273557
ENSG00000287687,ENSG00000287687
ENSG00000283697,HSFX3
ENSG00000225480,ENSG00000225480
ENSG00000240270,RPL12P37
ENSG00000246095,LINC01096
ENSG00000213046,EEF1A1P32
ENSG00000278060,ENSG00000278060
ENSG00000182583,VCX
ENSG00000253236,LINC02143
ENSG00000227278,ENSG00000227278
ENSG00000223997,TRDD1
ENSG00000265145,SNORD53
ENSG00000251891,RNU7-79P
ENSG00000280105,ENSG00000280105
ENSG00000229569,ENSG00000229569
ENSG00000285637,ENSG00000285637
ENSG00000237390,ENSG00000237390
ENSG00000222522,RNU6-519P
ENSG00000224462,C4BPAP1
ENSG00000258154,ENSG00000258154
ENSG00000265113,ENSG00000265113
ENSG00000257042,ENSG00000257042
ENSG00000228411,CDY4P
ENSG00000267004,ENSG00000267004
ENSG00000286419,ENSG00000286419
ENSG00000224017,LINC01449
ENSG00000293101,OSTCP1
ENSG00000249183,SUMO2P4
ENSG00000224669,ENSG00000224669
ENSG00000285671,ENSG00000285671
ENSG00000226407,RPL23P11
ENSG00000147223,RIPPLY1
ENSG00000145839,IL9
ENSG00000221989,OR2A2
ENSG00000259160,ENSG00000259160
ENSG00000243423,ENSG00000243423
ENSG00000227875,RPL23AP89
ENSG00000258864,ENSG00000258864
ENSG00000250462,LRRC37BP1
ENSG00000165105,RASEF
ENSG00000249167,SEMA6A-AS2
ENSG00000251443,LINC02160
